Index,Distance,nPixels,Border,Ecc
3,8.039051088568377e-4,3.425893473102139e-7,FALSE,1.4815816962842248
4,9.485647274595811e-4,3.2031991501624726e-7,FALSE,2.206174616284966
5,0.0010956846489886091,4.800299850032807e-7,FALSE,1.96423148924657
6,0.001147135998558556,5.729317581084141e-7,FALSE,1.8039180431390132
7,7.28915058431068e-4,2.5621094326088876e-7,FALSE,1.6287185794071755
8,1.9555162820255386e-4,2.6093476223233624e-8,FALSE,1.151014549806602
9,9.89080590554034e-4,3.7430641754707544e-7,FALSE,2.05270229123528
10,9.485647274595813e-4,5.547113135042597e-7,FALSE,1.2739629576600944
11,9.153772490238997e-4,4.6833290945493454e-7,FALSE,1.4051912385473075
12,7.33069330924631e-4,2.447388114730878e-7,FALSE,1.7245553422394357
13,7.960317666121102e-4,3.029992454542732e-7,FALSE,1.6425141991764038
14,7.672534270673326e-4,3.495626038871125e-7,FALSE,1.3226428530315972
15,0.0012878316452468262,5.155710991694092e-7,FALSE,2.526501160004089
16,0.0016372705318352758,7.67957998501031e-7,FALSE,2.7415319019353834
17,0.0016482250441318342,1.072306906518575e-6,FALSE,1.989774201667924
18,8.76203774666876e-4,3.518120414925637e-7,FALSE,1.7139155573372609
19,9.58472909406552e-4,4.422394332317009e-7,FALSE,1.6315188704553316
20,6.840197525904091e-4,3.146963210026193e-7,FALSE,1.1677113508696877
21,0.001497711314024138,4.042239376995761e-7,FALSE,4.358369774846605
22,0.0011292502727607682,5.547113135042597e-7,FALSE,1.8055240017437666
23,8.221654337407275e-4,3.414646285074883e-7,FALSE,1.5547572338664917
24,0.0011680256451406074,4.597850465542201e-7,FALSE,2.330450029846138
25,8.617072319294027e-4,3.270682278326008e-7,FALSE,1.783080699707689
26,0.0011998500187476561,3.8825293070087274e-7,FALSE,2.9122527495617994
27,2.567265507105165e-4,3.419145160285785e-8,FALSE,1.5139583018121863
28,8.589618935598851e-4,2.395651049805501e-7,FALSE,2.41887885065129
29,7.742577877249544e-4,2.188702790103993e-7,FALSE,2.1511676315048387
30,6.782403632302966e-4,1.9165208398444007e-7,FALSE,1.8851399579199297
