Index,Distance,nPixels,Border,Ecc
4,1.6565970779433336e-4,2.1594601012331275e-8,FALSE,0.9981101659842422
5,0.00019726953787725397,2.474381365996292e-8,FALSE,1.2352171115250783
6,0.002748260658639098,5.144013916145746e-6,FALSE,1.1531972246106401
7,0.003726604069194159,6.392226843410603e-6,FALSE,1.7063346522092997
8,0.0023254350138209893,2.6556860369956567e-6,FALSE,1.5992691722916026
9,0.004059424837340164,9.666733165665877e-6,FALSE,1.338872310098438
10,0.003093033807766064,4.812446813102243e-6,FALSE,1.56132485226201
11,0.001985765374447825,2.4449137333648817e-6,FALSE,1.2667246116806767
12,0.002430436823271649,3.3908022464571006e-6,FALSE,1.3682204969362475
13,0.003339432866937849,4.352661766548023e-6,FALSE,2.0122428603923455
14,1.7997750281214826e-4,2.2044488533421512e-8,FALSE,1.1540544441758394
