Index,Distance,nPixels,Border,Ecc
11,3.501347590529822e-4,8.142964131733252e-8,FALSE,1.1824364614685425
12,3.6120268702789256e-4,9.650087327385539e-8,FALSE,1.0618436707937657
13,0.001263052314746294,7.396150846723462e-7,FALSE,1.6940522429485092
14,5.028287848291016e-4,1.057235674562052e-7,FALSE,1.8782713524653796
15,3.514173082522677e-4,8.525368524659952e-8,FALSE,1.1376875770585715
16,2.121055211658179e-4,4.071482065866626e-8,FALSE,0.8678432744723132
17,2.000999484683358e-4,2.9692576391955504e-8,FALSE,1.0590975233692794
18,3.652282163295368e-4,6.793301568462548e-8,FALSE,1.542189108922807
19,9.168504966225959e-4,4.2806797631735853e-7,FALSE,1.5423189367400174
20,6.614496309321329e-4,2.0267432825115083e-7,FALSE,1.695448865491722
21,3.599550056242965e-4,6.545863431862918e-8,FALSE,1.554602550229997
22,2.865387802706085e-4,5.938515278391101e-8,FALSE,1.0858724607578383
23,3.605793859818929e-4,5.1962008685922134e-8,FALSE,1.9651954045183058
24,5.26645665274223e-4,1.6083478878975898e-7,FALSE,1.3543999097469241
25,0.0011536863660221762,4.273931450357232e-7,FALSE,2.445895227801412
26,3.565013670492616e-4,8.36790789227837e-8,FALSE,1.1928762427945205
27,0.0010624348405504213,3.376405845782213e-7,FALSE,2.62566821047861
28,2.4415178996774943e-4,3.396650784231274e-8,FALSE,1.3783477702008176
29,8.998875140607439e-4,2.1819544772876394e-7,FALSE,2.914879781681261
30,3.38373128539288e-4,6.658335312135477e-8,FALSE,1.3505664363827827
31,5.319579407864476e-4,1.5633591357885663e-7,FALSE,1.4216271792143735
33,5.795179328492438e-4,1.8242938980209026e-7,FALSE,1.445868628794564
34,7.355200501080889e-4,1.6038490126866874e-7,FALSE,2.6492041836898412
35,4.001998969366748e-4,7.603099106424971e-8,FALSE,1.654448202186356
36,4.933448579947053e-4,1.0729817378002103e-7,FALSE,1.7815530666583543
37,4.0799311612254956e-4,8.907772917586652e-8,FALSE,1.4676632346316065
38,2.73690102600595e-4,3.914021433485044e-8,FALSE,1.5030895885709805
39,2.269628189039599e-4,3.1942013997406677e-8,FALSE,1.2665928128029222
40,3.5776109311965875e-4,6.748312816353523e-8,FALSE,1.4896385165771757
41,3.749531308586428e-4,7.850537243024599e-8,FALSE,1.4065153355971507
42,9.227199649207045e-4,2.951262138351941e-7,FALSE,2.265801866203758
43,5.130148144428073e-4,2.256185918267528e-7,FALSE,0.9161673491276334
44,0.0010444985584689987,3.4078979722585295e-7,FALSE,2.5143109521304376
45,4.223510413296938e-4,1.0324918609020892e-7,FALSE,1.3569079380700906
46,5.742539098335703e-4,1.9862534056133872e-7,FALSE,1.303956633681381
47,7.643159988745943e-4,2.8387902580793823e-7,FALSE,1.6162274408424475
48,4.26590555780363e-4,9.15521105418628e-8,FALSE,1.561147700708924
49,4.07993116122549e-4,7.963009123297159e-8,FALSE,1.6417927709438267
50,3.0331831145341917e-4,5.736065893900495e-8,FALSE,1.259717054233559
51,2.269628189039599e-4,3.981504561648579e-8,FALSE,1.0161366068814404
52,0.0011622337467452192,4.3301673904935113e-7,FALSE,2.4500342707541174
53,4.1265291315178304e-4,1.0977255514601732e-7,FALSE,1.2183328067456254
54,5.769893981753652e-4,1.621844513530297e-7,FALSE,1.6121904047547992
55,0.001701345441318301,9.753561457236294e-7,FALSE,2.330835693403676
56,7.029946243874278e-4,2.2066982909476024e-7,FALSE,1.7589396177208823
57,3.0590293294894877e-4,4.25143707430272e-8,FALSE,1.728707068642006
