Index,Distance,nPixels,Border,Ecc
3,2.4102225241827042e-4,3.7734315831443455e-8,FALSE,4.836460821398285
4,3.182466467779963e-4,7.299425029689061e-8,FALSE,4.359020315188903
5,3.38373128539288e-4,5.854161368186682e-8,FALSE,6.144363729787569
6,1.5459713631862238e-4,2.0019994688515454e-8,FALSE,3.750496847684441
7,7.499062617172952e-5,4.105223629948394e-9,FALSE,4.3035515802601045
8,1.1348140945198167e-4,6.860784696626083e-9,FALSE,5.8969239153449315
9,2.0372070052052603e-4,2.103224161096848e-8,FALSE,6.1991855036076196
10,1.9854821589611964e-4,1.973881498783406e-8,FALSE,6.274234900759149
11,9.123003420019776e-5,6.129717474854451e-9,FALSE,4.265648740653983
12,7.499062617172779e-5,4.105223629948394e-9,FALSE,4.303551580259905
13,1.581928992105658e-4,1.8276680544290795e-8,FALSE,4.301565325684471
14,1.9798093411989648e-4,2.4518869899417803e-8,FALSE,5.022224953101124
15,2.448418105334001e-4,3.885903463416904e-8,FALSE,4.846509071963381
16,2.634295923547101e-4,3.959010185594067e-8,FALSE,5.506712122911655
18,2.0302941688310293e-4,2.0582354089878248e-8,FALSE,6.291768893664807
19,1.98548215896118e-4,2.2381904174239188e-8,FALSE,5.533307663734738
20,2.0632645657589098e-4,2.7274430966095493e-8,FALSE,4.9034755438504085
21,2.633228326371115e-4,3.2335665578360636e-8,FALSE,6.736667377176005
22,1.6650621155736296e-4,1.9851286868106616e-8,FALSE,4.38755007994262
23,3.104648150653839e-4,5.319919936892028e-8,FALSE,5.692061108089763
24,2.1010762243902468e-4,2.4518869899417803e-8,FALSE,5.656307874009203
25,1.7393946013863107e-4,1.9345163406880103e-8,FALSE,4.9133047896259185
26,2.6289536022434354e-4,3.790302365185229e-8,FALSE,5.728512420269817
27,1.2901875166168198e-4,1.5689827298021943e-8,FALSE,3.3330158618730574
28,1.9854821589611863e-4,2.4800049600099202e-8,FALSE,4.993778798563354
29,1.9555162820255432e-4,2.485628554023548e-8,FALSE,4.8332194670612285
30,2.0399655806127426e-4,2.4518869899417803e-8,FALSE,5.332060925817554
31,1.6378199975884182e-4,1.883903994565359e-8,FALSE,4.473252823171138
33,2.2371854353470179e-4,3.8465383053215083e-8,FALSE,4.08774482703932
34,2.132952778901832e-4,2.5924768402824787e-8,FALSE,5.513120296646787
35,2.5029350233638783e-4,2.924268887086527e-8,FALSE,6.730258107882767
36,1.646381582309729e-4,1.973881498783406e-8,FALSE,4.314095894673198
37,1.66506211557364e-4,1.698325392115637e-8,FALSE,5.128493967615112
38,2.473554181097958e-4,2.766808254704945e-8,FALSE,6.947261803060348
39,1.8384177985948723e-4,2.0807297850423366e-8,FALSE,5.102965364344541
40,1.7264138632502955e-4,1.501499601638659e-8,FALSE,6.236120248698847
41,2.4102225241827042e-4,2.8117970068139682e-8,FALSE,6.490530422316499
42,1.8986110087997152e-4,1.9007747766062427e-8,FALSE,5.9578724584350224
43,2.7038254784131913e-4,3.5934765747082515e-8,FALSE,6.3913465565989585
44,1.992550469529263e-4,2.4293926138872685e-8,FALSE,5.134176882949938
45,1.898611008799724e-4,1.8051736783745677e-8,FALSE,6.273398414177745
46,2.1863336688583815e-4,3.35166203212225e-8,FALSE,4.480459321394844
47,2.3355697791372238e-4,3.3291676560677386e-8,FALSE,5.147542016861657
48,1.6565970779433423e-4,1.681454610074753e-8,FALSE,5.127415434621444
49,1.897129454919163e-4,1.9682579047697778e-8,FALSE,5.744626566564194
50,3.8973487694597025e-4,6.990127358939525e-8,FALSE,6.826582266569615
51,1.0605276058290894e-4,8.491626960578184e-9,FALSE,4.1610498723043365
52,1.5295146647447438e-4,1.4396400674887517e-8,FALSE,5.105088062083424
53,1.4998125234345731e-4,1.698325392115637e-8,FALSE,4.161049872304376
54,1.750673795264905e-4,1.675831016061125e-8,FALSE,5.745530188612208
55,9.77758141012775e-5,6.073481534718171e-9,FALSE,4.9450995473173105
56,2.2696281890396071e-4,2.401274643819129e-8,FALSE,6.739341617536908
57,2.679800282745502e-4,3.368532814163134e-8,FALSE,6.697518895883412
58,2.2609393973275338e-4,2.8905273230047595e-8,FALSE,5.555851599441868
59,2.456443847642926e-4,3.143589053618016e-8,FALSE,6.030284288554296
60,1.9468698891259413e-4,2.030117438919685e-8,FALSE,5.865466616397604
61,2.6923619154130073e-4,4.2120719162073246e-8,FALSE,5.406559319729287
62,1.236777090548975e-4,9.447637942894933e-9,FALSE,5.086388105812008
63,1.2836327535525814e-4,1.3102974051753093e-8,FALSE,3.9505864699648394
64,1.8747656542932194e-4,1.9795050927970336e-8,FALSE,5.578111955947822
65,1.4009405093565354e-4,1.4452636615023797e-8,FALSE,4.266209478999366
66,2.4758266245548054e-4,3.37978000219039e-8,FALSE,5.69773043662707
67,3.045210424333998e-4,4.347038172534395e-8,FALSE,6.701793383919223
68,1.4790463384563903e-4,1.3159209991889371e-8,FALSE,5.222562146352234
69,1.8882157198371537e-4,2.2719319815056863e-8,FALSE,4.930123124692933
70,1.955516282025537e-4,2.3619094857237333e-8,FALSE,5.0863881058120235
71,1.42679397003678e-4,1.0066233284394006e-8,FALSE,6.353388494969312
72,1.7100493814760178e-4,1.602724293883962e-8,FALSE,5.732028701286609
73,1.1148158040733742e-4,8.604098840850744e-9,FALSE,4.53785605518522
75,2.3535590290926463e-4,2.6149712163369905e-8,FALSE,6.654771535023544
76,3.9368293208569044e-4,5.972256842472869e-8,FALSE,8.152758336434552
77,1.951197874954284e-4,1.9288927466743822e-8,FALSE,6.200752846881312
78,1.7650697106771362e-4,1.321544593202565e-8,FALSE,7.406137574845707
79,3.014585863103384e-4,5.128717740428678e-8,FALSE,5.566681719518774
80,1.9497562804649324e-4,2.463134177969036e-8,FALSE,4.848668113759543
