Index,Distance,nPixels,Border,Ecc
9,3.9935588918468205e-4,6.15783544492259e-8,FALSE,8.13658152107821
10,2.916932934199732e-4,3.481004694435693e-8,FALSE,7.678884789792168
11,2.6193099657402253e-4,3.087353113481737e-8,FALSE,6.981317007977295
12,4.328719816921433e-4,9.94813781010782e-8,FALSE,5.91734693146479
13,1.8882157198371518e-4,2.0976005670832204e-8,FALSE,5.339865261061504
14,1.7650697106771362e-4,1.7433141442246602e-8,FALSE,5.6143300970604555
15,2.4426692875743997e-4,2.1819544772876394e-8,FALSE,8.5907984676772209
16,1.9684146604284565e-4,2.3000499515738262e-8,FALSE,5.292316230619518
17,4.277096132463206e-4,9.014621203845582e-8,FALSE,6.3752968821756815
18,2.0372070052052777e-4,2.0526118149741968e-8,FALSE,6.352042132463806
19,1.8807553361806527e-4,2.496875742050804e-8,FALSE,4.450589592585574
20,5.110928897304455e-4,1.0398025331198055e-7,FALSE,7.892210857720156
21,2.546370730611133e-4,3.5653586046401117e-8,FALSE,5.713338059288751
22,2.1447843488676594e-4,2.7161959085822932e-8,FALSE,5.320544079992672
23,2.1863336688583747e-4,2.4237690198736408e-8,FALSE,6.195716370188654
24,1.691865642696423e-4,1.793926490347312e-8,FALSE,5.012760691778003
25,2.7655176474819374e-4,4.425768488725186e-8,FALSE,5.428927584348334
26,3.0452104243340063e-4,5.3030491548511445e-8,FALSE,5.493622784485245
27,2.928477568768903e-4,3.2504373398769474e-8,FALSE,8.28880414658209
28,2.6798002827454993e-4,3.5934765747082515e-8,FALSE,6.278268886751418
29,1.8384177985948723e-4,1.957010716742522e-8,FALSE,5.425566623010001
30,1.2836327535525825e-4,1.141589584766471e-8,FALSE,4.534416982767533
31,2.5650740722140357e-4,3.492251882462949e-8,FALSE,5.918942680676431
32,2.61930996574023e-4,4.026493313757602e-8,FALSE,5.352993068965851
33,2.000999484683374e-4,2.0919769730695924e-8,FALSE,6.012940777838585
34,2.121055211658179e-4,2.0582354089878248e-8,FALSE,6.866869188174369
35,2.537521457171143e-4,2.305673545587454e-8,FALSE,8.773472166732436
36,2.0372070052052766e-4,1.7433141442246602e-8,FALSE,7.4790173495138275
37,4.0668157069235225e-4,4.9206447619244444e-8,FALSE,10.559341707665878
38,2.1447843488676594e-4,2.569982464227967e-8,FALSE,5.623244618460525
39,3.387883613971202e-4,4.4932516168887213e-08,FALSE,8.025019531885784
40,2.3259186230627368e-4,3.177330617699784e-8,FALSE,5.3490480225723385
41,2.4758266245548054e-4,2.6374655923915023e-8,FALSE,7.30135606058181
42,1.7650697106771243e-4,1.8164208664018234e-8,FALSE,5.3883663470238945
43,1.6378199975884187e-4,1.8726568065381028e-8,FALSE,4.500119206493491
44,1.0605276058290894e-4,7.0294925170349206e-9,FALSE,5.026548245743639
45,2.2055404829175517e-4,2.5474880881734553e-8,FALSE,5.998846899238815
46,1.9626925126812664e-4,2.198825259328523e-8,FALSE,5.503813216647033
47,2.2770493364363003e-4,2.738690284636805e-8,FALSE,5.94773804231994
48,2.6597897039322345e-4,4.161459570084673e-8,FALSE,5.340707511102632
49,1.7506737952648936e-4,1.765808520279172e-8,FALSE,5.452764319128712
50,2.206814993560124e-4,1.957010716742522e-8,FALSE,7.817871373588355
51,3.850898260657745e-4,4.6675830313111876e-8,FALSE,9.981180515079846
52,2.633228326371115e-4,3.987128155662207e-8,FALSE,5.4634467445362525
53,3.238518617426199e-4,6.528992649822034e-8,FALSE,5.046572178247169
54,2.1863336688583866e-4,2.5474880881734553e-8,FALSE,5.894820652431213
55,1.368450513002975e-4,1.0853536446301918e-8,FALSE,5.420468153603122
56,3.1073639827672566e-4,3.959010185594067e-8,FALSE,7.662094582689895
57,5.20901536912253e-4,8.699699939082418e-8,FALSE,9.798438625449718
58,2.6417570234433505e-4,3.4866282884493204e-8,FALSE,6.288252392104733
59,2.4206992713264263e-4,3.092976707495365e-8,FALSE,5.951890081891917
60,3.248920738272891e-4,4.9993750781152356e-8,FALSE,6.633036457579367
61,3.221107100849577e-4,4.0489876898121145e-8,FALSE,8.050331174823864
62,4.3810188733343973e-4,8.913396511600279e-8,FALSE,6.764830111483905
63,3.2670447560242895e-4,3.312296874026855e-8,FALSE,10.12350230307881
64,3.238518617426208e-4,5.0049986721288633e-8,FALSE,6.583225054994376
65,1.9280030194499393e-4,1.7714321142928e-8,FALSE,6.5923579175328975
66,2.6766506633033027e-4,3.694701266953554e-8,FALSE,6.0919163480569365
67,4.5150335878486306e-4,7.4681328500979e-8,FALSE,8.575507055167924
69,2.1643599084607092e-4,2.9861284212364345e-8,FALSE,4.928336498004303
70,2.4758266245548054e-4,3.32354406205411e-8,FALSE,5.794138735047157
71,2.3678520290734047e-4,3.199824993754296e-8,FALSE,5.504688709365582
72,2.1487137280681414e-4,2.575606058241595e-8,FALSE,5.631544909600863
73,2.2770493364362838e-4,2.7274430966095493e-8,FALSE,5.972264797133543
74,3.022968784513891e-4,4.7519369415156065e-8,FALSE,6.041524333826523
75,2.537521457171143e-4,2.733066690623177e-8,FALSE,7.401488864938886
76,2.53752145717115e-4,3.0311171733454575e-8,FALSE,6.6736986797037465
77,1.4483095549927192e-4,1.6308422639521017e-8,FALSE,4.040738137203399
78,2.1210552116581854e-4,2.929892481100155e-8,FALSE,4.823942654264558
79,2.870290095088809e-4,2.8792801349775034e-8,FALSE,8.989127417009854
80,1.651497228762295e-4,1.8276680544290795e-8,FALSE,4.688222883049368
81,2.0468457538741855e-4,2.1707072892603836e-8,FALSE,6.063436598249686
82,3.091942726372452e-4,3.9252686215122996e-8,FALSE,7.651443425648509
83,2.565074072214032e-4,3.756560801103462e-8,FALSE,5.502490126796486
84,2.190188506413238e-4,3.1492126476316447e-8,FALSE,4.785318809843044
85,3.912470179451249e-4,6.832666726557943e-8,FALSE,7.038201813227523
87,2.4334429305718648e-4,3.385403596204018e-8,FALSE,5.495177847558197
88,3.330968476117397e-4,3.503499070490204e-8,FALSE,9.94921718384049
89,1.0605276058290894e-4,9.447637942894933e-9,FALSE,3.7399912542735407
91,2.3439819434702304e-4,3.8465383053215083e-8,FALSE,4.4873333663117245
92,2.3547534260378835e-4,2.918645293072899e-8,FALSE,5.96842072531703
93,2.9590430681588123e-4,2.9017745110320152e-8,FALSE,9.47957318147155
94,2.4758266245548054e-4,3.756560801103462e-8,FALSE,5.126251485648008
95,4.326120765461099e-4,5.47738056927361e-8,FALSE,10.734312475510068
96,1.8747656542932083e-4,2.103224161096848e-8,FALSE,5.249987723244947
97,2.0468457538741855e-4,3.0704823314408534e-8,FALSE,4.286605360667361
98,2.269628189039599e-4,2.311297139601082e-8,FALSE,7.001700415299852
99,5.647745146985447e-4,7.664958640574877e-8,FALSE,13.073450866589372
100,2.2547126176787215e-4,2.0019994688515454e-8,FALSE,7.977527412486405
101,5.454247182892593e-4,7.636840670506738e-8,FALSE,12.237868289757
102,2.3259186230627368e-4,2.6993251265414094e-8,FALSE,6.296275276569523
103,1.802896929909458e-4,2.1819544772876394e-8,FALSE,4.680001427254901
104,1.3519127392065967e-4,1.237190682998146e-8,FALSE,4.640989147348569
105,9.77758141012775e-5,6.073481534718171e-9,FALSE,4.9450995473173105
106,9.123003420019776e-5,6.24218935512701e-9,FALSE,4.1887902047863435
107,2.030294168831021e-4,2.221319635383035e-8,FALSE,5.82984155716785
108,3.313194155886693e-4,5.904773714309333e-8,FALSE,5.840370342673598
109,4.1183442722897597e-4,5.128717740428678e-8,FALSE,10.389302021082043
110,1.7393946013863118e-4,1.9682579047697778e-8,FALSE,4.829076707518051
111,3.786098406108535e-4,6.877655478666966e-8,FALSE,6.547767517580026
112,2.1316341062695043e-4,2.4125218318463847e-8,FALSE,5.917032317250727
113,1.5907914087436343e-4,1.3159209991889371e-8,FALSE,6.04152433382649
114,1.9854821589611882e-4,2.2438140114375468e-8,FALSE,5.519439724727929
115,7.499062617172866e-5,4.105223629948394e-9,FALSE,4.303551580260004
116,2.6031578489253503e-4,2.839914976882108e-8,FALSE,7.496275539753856
117,2.1863336688583834e-4,3.109847489536249e-8,FALSE,4.828849467543095
118,2.4148844676572434e-4,2.665583562459642e-8,FALSE,6.8730624088030305
119,9.275828179117353e-5,6.860784696626083e-9,FALSE,3.939866196715074
120,1.2115106427749132e-4,1.0853536446301918e-8,FALSE,4.2484750393105255
121,1.949756280464948e-4,2.2325668234102907e-8,FALSE,5.349412175885929
122,9.863476893862655e-5,7.1982003374437585e-9,FALSE,4.246058820867419
123,2.1798937913383755e-4,2.8624093529366196e-8,FALSE,5.215414130222731
124,1.9555162820255413e-4,2.5249937121189435e-8,FALSE,4.75786860677296
125,1.8747656542932189e-4,2.1088477551104762e-8,FALSE,5.235987755983019
126,5.401407755641279e-4,7.434391286016131e-8,FALSE,12.328731230577809
127,0.00019726953787725397,3.267308121917831e-8,FALSE,3.741793659697311
128,1.2814403817499085e-4,1.4565108495296356e-8,FALSE,3.5418727986417604
129,2.502935023363874e-4,2.9355160751137828e-8,FALSE,6.704471678350626
131,4.326120765461116e-4,7.513121602206923e-8,FALSE,7.825763735888388
132,5.209015369122535e-4,1.0662334249838567e-7,FALSE,7.994823076777819
133,3.036888898585162e-4,4.695701001379327e-8,FALSE,6.17031371483503
134,1.8971294549191605e-4,1.8895275885789866e-8,FALSE,5.983986006837687
135,9.863476893862686e-5,7.14196439730748e-9,FALSE,4.279492354890024
136,5.986582050623781e-4,1.1224693651201361e-7,FALSE,10.030746483631136
137,1.283632753552582e-4,1.0741064566029359e-8,FALSE,4.819301819381195
138,1.8551656358234685e-4,1.945763528715266e-8,FALSE,5.556805502881364
139,1.8028969299094645e-4,2.221319635383035e-8,FALSE,4.597064693101049
140,2.25471261767873e-4,2.120094943137732e-8,FALSE,7.533155859005791
141,1.4326939013530426e-4,1.1640839608209829e-8,FALSE,5.539523278068971
142,1.928003019449935e-4,1.973881498783406e-8,FALSE,5.916218643939753
143,8.384206889763001e-5,5.398650253082819e-9,FALSE,4.09061543436172
144,1.8971294549191605e-4,2.3619094857237333e-8,FALSE,4.78718880547015
145,1.3581380034701794e-4,9.672581703440051e-9,FALSE,5.9909441301014725
146,9.123003420019776e-5,5.904773714309333e-9,FALSE,4.428149645059849
147,2.729699995980695e-4,3.863409087362392e-8,FALSE,6.0591124687139315
148,2.8946770252146706e-4,4.695701001379327e-8,FALSE,5.605955753112346
149,2.2559593485551235e-4,2.1144713491241042e-8,FALSE,7.561546147603054
150,1.951197874954275e-4,2.0019994688515454e-8,FALSE,5.974320860899637
151,2.7655176474819336e-4,3.722819237021694e-8,FALSE,6.454027203749436
152,1.6565970779433507e-4,1.6870782040883808e-8,FALSE,5.110324049839425
153,2.059172136144889e-4,3.632841732803647e-8,FALSE,3.6668124780289895
154,2.0009994846833655e-4,3.02549357933183e-8,FALSE,4.15764678318947
155,2.6798002827455026e-4,6.152211850908962e-8,FALSE,3.6671058671244667
156,3.045210424334006e-4,4.302049420425371e-8,FALSE,6.77187749773802
158,1.4483095549927232e-4,1.4227692854478679e-8,FALSE,4.631676125648193
159,2.685041438315438e-4,3.35166203212225e-8,FALSE,6.7575868823861205
160,3.011786370907118e-4,3.587852980694624e-8,FALSE,7.9426159094676185
161,1.3519127392065957e-4,9.78505358371261e-9,FALSE,5.867917312739561
162,2.186333668858374e-4,2.496875742050804e-8,FALSE,6.014310260250695
163,9.777581410127663e-5,6.635840936080965e-9,FALSE,4.526023314493728
164,3.6275625414166664e-4,5.2749311847830046e-8,FALSE,7.837235404477719
165,1.382758823740965e-4,1.675831016061125e-8,FALSE,3.584367457115868
166,2.9864728536542744e-4,3.694701266953554e-8,FALSE,7.583814229213716
167,1.4424734954384216e-4,1.231567088984518e-8,FALSE,5.307713615653992
168,1.5184444492925833e-4,1.867033212524475e-8,FALSE,3.879677674613905
169,1.739394601386303e-4,2.0919769730695924e-8,FALSE,4.543486149546509
170,1.8627285111922398e-4,2.373156673750989e-8,FALSE,4.5932764627130664
171,1.3827588237409668e-4,1.1303423967392153e-8,FALSE,5.314136826967819
172,2.4735541810979645e-4,2.1707072892603836e-8,FALSE,8.855059085766088
173,3.637625147547023e-4,7.125093615266596e-8,FALSE,5.834386356666743
174,2.2068149935601327e-4,2.6937015325277817e-8,FALSE,5.679789640936888
175,2.0191844046248686e-4,2.7836790367458287e-8,FALSE,4.6013225734396315
176,2.220786335952131e-4,3.779055177157973e-8,FALSE,4.099965412497386
177,2.2509682819353018e-4,2.654336374432386e-8,FALSE,5.996980891704237
178,1.9726953787725383e-4,2.2044488533421512e-8,FALSE,5.545872745622792
179,3.4568970593524065e-4,7.923643965201763e-8,FALSE,4.738030084370676
180,1.6378199975884206e-4,1.5746063238158223e-8,FALSE,5.351927484865486
181,2.400871480102294e-4,3.115471083549877e-8,FALSE,5.812513483627269
182,1.9280030194499434e-4,1.9063983706198704e-8,FALSE,6.125642312751834
183,1.236777090548979e-4,1.1359659907528432e-8,FALSE,4.230263375130806
184,9.863476893862655e-5,6.7483128163535236e-9,FALSE,4.529129408925247
185,2.1953177605255948e-4,2.8061734128003402e-8,FALSE,5.395480769792458
186,1.4228470911893716e-4,1.60834788789759e-8,FALSE,3.9544522912319047
187,3.841394368163691e-4,8.109222567651484e-8,FALSE,5.716740029833305
188,8.282985389716832e-5,5.398650253082819e-9,FALSE,3.992440663937127
189,4.6135998246035314e-4,9.250812152417956e-8,FALSE,7.228527777408732
190,2.6031578489253503e-4,4.375156142602535e-8,FALSE,4.865834379917349
191,3.3679057477143705e-4,5.3480379069601675e-8,FALSE,6.6630834724401495
192,2.633228326371115e-4,4.0096225317167185e-8,FALSE,5.432796271916133
193,9.2758281791173e-5,6.410897175535848e-9,FALSE,4.216348035080997
194,1.5765876296684427e-4,1.41714569143424e-8,FALSE,5.510253781296407
195,1.7264138632502914e-4,2.5193701181053155e-8,FALSE,3.71661630893434
196,5.2835140468867e-4,1.2225693385627135e-7,FALSE,7.1733513948572805
197,1.66506211557364e-4,1.501499601638659e-8,FALSE,5.800768457751924
198,2.030294168831038e-4,2.2719319815056863e-8,FALSE,5.6999688492112375
199,5.294678097668945e-4,1.1595850856100805e-7,FALSE,7.594975450118868
200,2.912109162196859e-4,5.44926259920547e-8,FALSE,4.889083304038585
201,1.0199827903063643e-4,7.92926755921539e-9,FALSE,4.1219478079014555
202,2.091687391223298e-4,2.1707072892603836e-8,FALSE,6.332018353608431
203,2.3832393823878032e-4,3.132341865590761e-8,FALSE,5.696604273116123
204,2.514143924145508e-4,3.014246391304574e-8,FALSE,6.587966684020361
205,1.581928992105658e-4,1.6533366400066132e-8,FALSE,4.755131737576371
206,2.0836061476490228e-4,3.37978000219039e-8,FALSE,4.0354567863083854
207,4.934588339366209e-4,1.1331541937460292e-7,FALSE,6.750916223346802
208,3.1576307868657347e-4,4.27955504437086e-8,FALSE,7.319374211320231
209,2.2497187851518494e-4,3.5259934465447164e-8,FALSE,4.509463139124079
210,1.897129454919166e-4,1.9682579047697778e-8,FALSE,5.744626566564212
211,2.1953177605256045e-4,1.5577355417749385e-8,FALSE,9.71965669359733
212,1.0605276058290894e-4,9.78505358371261e-9,FALSE,3.6110260386089355
213,3.019245915140221e-4,4.1333416000165334e-8,FALSE,6.928600940774243
214,3.0080496618120113e-4,4.8362908517200255e-8,FALSE,5.877700673983698
215,1.5658502450559438e-4,1.2653086530662858e-8,FALSE,6.087708430956169
216,2.4008714801023015e-4,3.076105925454481e-8,FALSE,5.886896654350141
217,5.962580092053758e-4,1.300174935950779e-7,FALSE,8.590462264703577
218,1.2570719620727568e-4,1.0403648925211683e-8,FALSE,4.7718245170742275
219,1.8551656358234685e-4,2.1819544772876394e-8,FALSE,4.955295628858123
220,2.8810457761227693e-4,3.818420335253369e-8,FALSE,6.829146917081801
221,2.589077840514745e-4,3.227942963822436e-8,FALSE,6.524004256235245
222,2.121055211658185e-4,2.3900274557918732e-8,FALSE,5.913586171463139
223,9.123003420019804e-5,6.0172455945818925e-9,FALSE,4.345380492815767
224,1.4733320363245997e-4,1.231567088984518e-8,FALSE,5.537236366601208
225,1.5295146647447446e-4,1.231567088984518e-8,FALSE,5.967591524627205
226,1.3786858875778209e-4,1.0459884865347962e-8,FALSE,5.708915682329843
227,2.1223804571555833e-4,3.0423643613727136e-8,FALSE,4.651415370656941
228,2.0741382356114502e-4,2.0751061910287086e-8,FALSE,6.513057940369096
229,2.1117552066484752e-4,2.2044488533421512e-8,FALSE,6.355313709940563
230,1.9352812749252266e-4,2.7049487205550375e-8,FALSE,4.349897520355104
231,1.5459713631862197e-4,1.321544593202565e-8,FALSE,5.681603735215549
232,2.4102225241827042e-4,2.6318419983778743e-8,FALSE,6.934327374269764
233,2.9939954672181674e-4,4.375156142602535e-8,FALSE,6.436630706712251
234,4.275123453690058e-4,7.4681328500979e-8,FALSE,7.688385635667798
235,3.5373007619259766e-4,4.8250436636927694e-8,FALSE,8.146904025917546
236,1.0498687664042133e-4,6.467133115672127e-9,FALSE,5.354366609596658
237,1.2207589498387472e-4,1.0403648925211683e-8,FALSE,4.50011920649348
238,2.2609393973275338e-4,2.99737560926369e-8,FALSE,5.357800604339814
239,2.717310975927034e-4,4.2964258264117436e-8,FALSE,5.399098369323855
240,2.4415178996774927e-4,2.6149712163369905e-8,FALSE,7.161480027538002
241,1.442473495438423e-4,1.512746789665915e-8,FALSE,4.321149746573333
242,1.2814403817499085e-4,1.0234941104802845e-8,FALSE,5.040357444220967
243,2.8810457761227774e-4,6.236565761113381e-8,FALSE,4.181236029484733
244,2.414884467657236e-4,3.362909220149506e-8,FALSE,5.447878899285312
245,1.9118933309309353e-4,2.1763308832740113e-8,FALSE,5.27657680835499
246,4.0355827662763295e-4,6.725818440299012e-8,FALSE,7.607067161200707
247,1.824600684003964e-4,1.9963758748379174e-8,FALSE,5.238937608239872
248,2.6923619154130095e-4,4.5494875570250004e-8,FALSE,5.0055784060287305
249,2.89467702521467e-4,6.270307325195149e-8,FALSE,4.198182111075163
250,2.634295923547101e-4,3.40789797225853e-8,FALSE,6.397236525626741
251,4.616037014326933e-4,7.44001488002976e-8,FALSE,8.997350388852423
252,1.6565970779433507e-4,1.698325392115637e-8,FALSE,5.076480844211349
253,2.0261351460226836e-4,2.198825259328523e-8,FALSE,5.865377588543557
254,3.914625612639873e-4,5.47738056927361e-8,FALSE,8.789363430217835
255,2.4735541810979727e-4,3.6665832968854144e-8,FALSE,5.242412280837014
256,1.4560545810984301e-4,1.518370383679543e-8,FALSE,4.3865941866790665
257,2.1117552066484695e-4,1.7714321142928e-8,FALSE,7.908834839037102
258,2.418375027611119e-4,3.807173147226113e-8,FALSE,4.826080295027179
259,1.4998125234345696e-4,1.5577355417749385e-8,FALSE,4.536595889660345
260,2.4758266245548087e-4,3.818420335253369e-8,FALSE,5.043204701638996
261,1.6565970779433504e-4,1.490252413611403e-8,FALSE,5.785272509252177
262,1.8882157198371532e-4,1.58022991782945e-8,FALSE,7.088148549380582
263,2.1474047338997083e-4,2.3619094857237333e-8,FALSE,6.133585657008602
264,1.5658502450559506e-4,1.152836772793727e-8,FALSE,6.681631204708048
265,4.985607840598324e-4,7.147587991321107e-8,FALSE,10.925129448361044
266,1.7393946013863075e-4,1.973881498783406e-8,FALSE,4.815318654220255
267,1.8986110087997317e-4,2.311297139601082e-8,FALSE,4.899661535160762
268,1.5016861188227087e-4,1.2540614650390299e-8,FALSE,5.649231632688393
269,7.499062617172866e-5,4.105223629948394e-9,FALSE,4.303551580260004
270,1.9726953787725304e-4,2.2550611994648026e-8,FALSE,5.421401786244682
271,1.5295146647447455e-4,1.6420894519793575e-8,FALSE,4.475693643470408
272,2.6629592657764745e-4,3.4247687542994136e-8,FALSE,6.505005478122663
273,2.1050871912438345e-4,2.7049487205550375e-8,FALSE,5.14672559465443
274,1.8384177985948544e-4,2.198825259328523e-8,FALSE,4.828893055773513
275,1.676841377952599e-4,1.495876007625031e-8,FALSE,5.905249348853001
276,1.8971294549191605e-4,2.7274430966095493e-8,FALSE,4.145606800613325
277,2.0009994846833617e-4,2.3506622976964776e-8,FALSE,5.351229591760589
278,1.852131838804424e-4,1.4396400674887517e-8,FALSE,7.485826244881964
279,2.0261351460226922e-4,2.67120715647327e-8,FALSE,4.828131867622211
280,2.4206992713264328e-4,2.6149712163369905e-8,FALSE,7.039869989334563
281,2.9332744230383117e-4,4.7294425654610944e-8,FALSE,5.715382592143142
282,2.611784741997444e-4,3.627218138790019e-8,FALSE,5.908142463262637
