Index,nPixels,maxDist,Ecc
260,4.3076730144389997e-8,2.9939954672181674e-4,6.53746565250931
316,7.586228324384087e-8,3.8413943681636897e-4,6.110851833224329
364,3.73406642504895e-8,2.8742059087719237e-4,6.950300614643684
11,3.368532814163134e-8,2.916932934199732e-4,7.935274933023959
333,1.9007747766062427e-8,1.80133665533773e-4,5.363014677873701
329,2.5418644941598273e-8,2.01918440462486e-4,5.039059012948226
99,4.195201134166441e-8,3.091942726372452e-4,7.159125350003563
179,6.264683731181522e-8,3.139770740976131e-4,4.943637272659715
134,4.7125717834202106e-8,3.078271578818716e-4,6.316925562409069
39,3.767807989130718e-8,2.633228326371117e-4,5.781468271457026
337,1.9851286868106616e-8,1.6918656426964348e-4,4.529945214383017
93,1.788302896333684e-8,1.565850245055953e-4,4.307340870959604
65,2.8849037289911314e-8,2.3961822735163744e-4,6.252565495741066
22,2.665583562459642e-8,1.9626925126812835e-4,4.540065332719466
223,1.1899524932836714e-7,5.275525260430914e-4,7.3477041789300035
91,4.7238189714474667e-8,3.0782715788187174e-4,6.301885263450958
20,7.811172084929205e-8,4.2021524487804757e-4,7.101944515674561
117,8.238565229964928e-8,5.662164733712088e-4,12.225405950932025
300,4.105223629948394e-9,7.499062617172866e-5,4.303551580260004
370,2.063859003001453e-8,1.8060134351394517e-4,4.964914820387137
46,4.915021167910817e-8,4.0668157069235225e-4,10.571423334333687
96,2.8005498187867125e-8,2.1117552066484774e-4,5.0025762536078435
249,6.0172455945818925e-9,9.123003420019859e-5,4.345380492815819
288,5.679829953764216e-9,9.03006717569727e-5,4.510207274955655
13,9.458885130922189e-8,4.2381315788360863e-4,5.965664052060533
162,2.406898237832757e-8,2.4102225241827036e-4,7.582395353173476
246,3.7453136130762056e-8,2.7756663702019883e-4,6.462435338465497
207,1.158460366807355e-8,1.4326939013530423e-4,5.566414167768333
67,4.2008247281800686e-8,3.225468791542048e-4,7.780383412504869
87,3.143589053618016e-8,2.4758266245548054e-4,6.125824673368282
199,7.479380038125155e-9,1.0525435956219089e-4,4.65333648689613
351,2.9073981050456433e-8,2.1329527789018207e-4,4.915954461806851
195,9.897525463985168e-9,1.3096549828701132e-4,5.4442372690050265
312,4.706948189406583e-8,2.9332744230383117e-4,5.742696248497469
81,3.4978754764765765e-8,2.6629592657764864e-4,6.369048771988324
153,2.991752015250062e-8,2.8078957970527227e-4,8.279159587091875
328,1.9682579047697778e-8,1.731293045461597e-4,4.784196812466743
84,2.496875742050804e-8,1.9468698891259354e-4,4.768994253422346
77,4.7238189714474665e-9,8.248968878890074e-5,4.52538941767094
111,3.4247687542994136e-8,2.4183750276111142e-4,5.364952971647597
94,2.67120715647327e-8,2.519729676252187e-4,7.4670696966376475
70,4.195201134166441e-8,3.6198030404640874e-4,9.812212979710718
314,3.2110721817815514e-8,2.4008714801023026e-4,5.639461418440509
83,6.888902666694222e-8,4.384226766327248e-4,8.765684644873392
38,1.7826793023200558e-8,1.8060134351394498e-4,5.7480244135081255
241,3.959010185594067e-8,2.946664072649197e-4,6.89008388798672
79,8.772806661259581e-9,1.2021911917421399e-4,5.175572512644748
64,5.460509787232726e-8,3.1576307868657396e-4,5.736399356142856
270,3.419145160285785e-8,2.4758266245548087e-4,5.6321315664685505
202,3.947762997566812e-8,2.4206992713264263e-4,4.663161745072014
76,4.105223629948394e-9,7.499062617172866e-5,4.303551580260004
136,2.5193701181053155e-8,2.2559593485551235e-4,6.346297659595421
345,1.855786024497219e-8,1.9221605726248663e-4,6.2546253739651325
191,1.883903994565359e-8,1.5765876296684427e-4,4.145026725034909
376,3.807173147226113e-8,2.790820257357087e-4,6.427039623665961
234,1.0971631920588104e-7,4.995186346720931e-4,7.144667659650404
125,2.384403861778245e-8,1.8551656358234707e-4,4.534562981124896
107,7.254436277580038e-9,1.0004997423416946e-4,4.334910793325557
190,4.47075724083421e-8,3.1397707409761276e-4,6.92731059338731
377,2.3000499515738262e-8,2.280750855004956e-4,7.105068959830212
21,1.41714569143424e-8,1.5459713631862197e-4,5.298320943554182
71,3.385403596204018e-8,2.492803920299159e-4,5.766544654845039
342,3.098600301508993e-8,2.111755206648475e-4,4.5213847083424685
32,4.746313347501978e-8,2.8742059087719264e-4,5.468009014364237
286,3.874656275389648e-8,2.4928039202991596e-4,5.0384033123609795
378,3.981504561648579e-8,2.5771039036279875e-4,5.240425033742311
54,2.136965725178616e-8,1.7312930454615989e-4,4.406497064114116
165,2.8905273230047595e-8,2.0889971169380008e-4,4.7429492202056025
24,8.94151448166842e-8,5.028287848291019e-4,8.883396585245071
78,1.1472131787800991e-8,1.3684505130029737e-4,5.128188008065688
141,2.4350162079008965e-8,2.0261351460226922e-4,5.296449508361548
213,2.0582354089878248e-8,1.8762648673710977e-4,5.373325139746468
275,4.622594279202164e-8,2.8228766741235427e-4,5.415616533013067
156,4.57760552709314e-8,3.0164507478243335e-4,6.2445908028357175
242,3.1379654596043886e-8,2.4564438476429215e-4,6.0410912496448725
102,2.7780554427322007e-8,2.3439819434702388e-4,6.213230814893201
74,6.3209196713178e-8,3.467454974637237e-4,5.975734068838946
285,3.2110721817815514e-8,2.404382383484275e-4,5.655967159177425
86,2.1425893191922438e-8,1.8246006840039723e-4,4.881424805577879
158,6.562734213903802e-8,3.534119735417529e-4,5.978986532667473
343,4.082729253893882e-8,2.6332283263711174e-4,5.33551479597274
106,3.4978754764765765e-8,2.897589664246229e-4,7.540832527025075
169,4.262684262329976e-8,3.0973942899232735e-4,7.07065576124566
112,2.946763263141039e-8,2.9590430681588123e-4,9.33484687335748
363,6.343414047372312e-8,3.7562744016102575e-4,6.9878155743411305
292,3.4416395363402974e-8,2.3547534260378824e-4,5.061454830783554
192,2.12571853715136e-8,1.739394601386303e-4,4.471367321775929
45,1.883903994565359e-8,2.0372070052052766e-4,6.92088172641578
243,1.231567088984518e-8,1.473332036324589e-4,5.53723636660113
236,3.4416395363402974e-8,2.49280392029916e-4,5.672320068981562
185,1.0066233284394006e-8,1.3519127392065957e-4,5.704009007914434
358,1.4002749093933562e-8,1.518444449292584e-4,5.17290356615188
331,9.475755912963073e-8,6.912573929716527e-4,15.84220342881453
146,3.464133912394809e-8,0.00024667242899735346,5.518187096078185
189,1.681454610074753e-8,1.5907914087436343e-4,4.7281494786468174
205,2.7949262247730844e-8,2.059172136144879e-4,4.766118432206648
228,5.393026659069191e-8,2.912109162196859e-4,4.940064360389352
127,3.4247687542994136e-8,2.9590430681588036e-4,8.031953631591609
250,1.4396400674887517e-8,1.618825132727627e-4,5.718680377237672
294,2.046988220960569e-8,2.2559593485551276e-4,7.810827888732853
319,2.6824543445005256e-8,2.324709411323585e-4,6.329288344024722
98,2.2325668234102907e-8,2.059172136144872e-4,5.966652042334227
306,1.5689827298021943e-8,1.676841377952599e-4,5.630094361272037
116,2.4125218318463847e-8,2.2942719971171083e-4,6.854383971468608
352,1.8951511825926146e-8,1.7506737952649101e-4,5.080617199425661
287,1.788302896333684e-8,1.622295287047914e-4,4.623475980754789
132,6.7033240642445e-8,3.786098406108535e-4,6.718053417785547
89,3.1548362416452724e-8,2.3547534260378794e-4,5.5215870881275
233,3.37978000219039e-8,2.2559593485551316e-4,4.730684445089465
34,4.7238189714474665e-9,8.248968878890161e-5,4.525389417671036
12,3.002999203277318e-8,2.6332283263711184e-4,7.253902138344966
296,6.883279072680595e-8,4.8466227617717343e-4,10.72094159644163
49,4.105223629948394e-9,7.499062617172952e-5,4.3035515802601045
124,2.654336374432386e-8,2.2547126176787215e-4,6.016948641621102
17,2.1144713491241042e-8,2.4206992713264263e-4,8.706222194256792
321,1.8726568065381028e-8,1.8971294549191686e-4,6.037895790683124
82,3.1267182715771325e-8,2.2371854353470222e-4,5.028808384343357
293,2.1650836952467556e-8,2.030294168831029e-4,5.9812660131982325
163,3.087353113481737e-8,2.6923619154130095e-4,7.376161986297346
235,4.234566292261836e-8,3.1576307868657347e-4,7.397136487137711
278,6.804548756489803e-8,4.5909944851935396e-4,9.731148153433503
336,6.146588256895335e-8,3.370409456954518e-4,5.806054126488006
113,3.092976707495365e-8,2.1953177605256045e-4,4.895172552957201
30,4.510122398929605e-8,2.8228766741235476e-4,5.550669314384984
16,1.7545613322519163e-8,1.7650697106771362e-4,5.578340801566477
130,5.7866782400231466e-8,3.313194155886693e-4,5.959561574156733
118,4.105223629948394e-9,7.499062617172866e-5,4.303551580260004
214,8.159834913774136e-8,3.841394368163691e-4,5.681281270172038
123,1.051612080548424e-8,1.2091875138055555e-4,4.367989785739811
274,1.9682579047697778e-8,1.824600684003964e-4,5.313779574071869
188,5.561734479478029e-8,3.6275625414166664e-4,7.433090808291305
61,2.3619094857237333e-8,2.4288166090291163e-4,7.846501651465922
182,1.4508872555160076e-8,1.4941776411826982e-4,4.8341561375005755
267,1.5689827298021943e-8,1.5295146647447455e-4,4.684238508578348
295,2.766808254704945e-8,2.030294168831029e-4,4.68046222577504
144,2.1088477551104762e-8,1.8747656542932189e-4,5.235987755983019
155,6.832666726557943e-8,3.382068926518091e-4,5.25925881267625
259,2.7780554427322007e-8,2.4102225241827042e-4,6.569362775623987
365,6.652711718121849e-8,4.1597835015699054e-4,8.171327637443623
69,2.28880276354657e-8,2.0372070052052603e-4,5.696548841152947
323,6.523369055808406e-9,9.777581410127685e-5,4.604058199226401
307,2.766808254704945e-8,1.9352812749252283e-4,4.252643714005708
357,9.72881764357633e-9,1.23677709054898e-4,4.9393826692278875
