Index,nPixels,maxDist,Ecc
134,1.1404648659637455e-7,5.565496907470409e-4,8.53249128992731
113,5.792301834036775e-9,9.030067175697248e-5,4.422630434665232
83,7.001374546966781e-8,4.0833755950692114e-4,7.481784913970874
63,1.0184328758680193e-7,4.290879490339693e-4,5.679499915987277
115,7.873031619079112e-9,1.2091875138055577e-4,5.834386356666767
21,6.973256576898641e-9,9.777581410127693e-5,4.307022186373091
104,4.105223629948394e-9,7.499062617172844e-5,4.303551580259979
28,9.728817643576331e-8,4.5218787946550677e-4,6.602792421070799
14,7.175705961389248e-8,4.874390701162348e-4,10.40221705440191
11,7.4681328500979e-8,4.65908498447966e-4,9.131436478054669
39,1.06285926857568e-7,4.678958377144809e-4,6.47101597906089
57,5.916020902336589e-8,4.294809467799426e-4,9.795079756439636
68,1.561672057584478e-7,6.076092058179127e-4,7.426919614986324
55,5.117470552401423e-9,8.282985389716712e-5,4.211805535581901
129,1.0712946595961219e-7,4.7339224903147e-4,6.571783057509358
65,6.253436543154265e-8,3.530139421354279e-4,6.260583921182546
27,1.3215445932025652e-7,4.7220281939051195e-4,5.300602072971732
122,9.115845896090885e-8,3.6376251475470306e-4,4.5602513966050555
114,7.018245329007665e-8,3.783126585865596e-4,6.406533095661869
95,6.405273581522219e-8,3.2558370222860746e-4,5.199211722578363
48,9.037115579900094e-8,4.3345619847374377e-4,6.5314630091123265
59,4.858785227774537e-8,3.4625860909231923e-4,7.7521707609414765
78,8.761559473232325e-8,4.0668157069235084e-4,5.9303106509676375
20,6.107223098799939e-8,3.6011120220601423e-4,6.670821969777255
37,8.542239306700836e-8,4.3397484203165507e-4,6.926394862983699
91,5.117470552401423e-9,8.282985389716754e-5,4.211805535581943
16,1.379467611542933e-7,5.604263784486947e-4,7.152790448552367
120,4.836290851720026e-9,8.28298538971675e-5,4.456677950441354
88,1.7641214420750838e-7,7.643159988745949e-4,10.403208315425806
97,1.0847912852288289e-7,4.581798386318747e-4,6.07960880033732
109,1.2771182004949045e-7,4.956761265740003e-4,6.043865391252222
138,5.2861783728102605e-9,9.030067175697291e-5,4.846073774154502
130,6.804548756489803e-9,9.863476893862709e-5,4.49169858736393
45,5.117470552401423e-9,8.282985389716754e-5,4.211805535581943
100,8.384778674319253e-8,3.768232328879223e-4,5.320269249037038
29,5.96663324845924e-8,3.665346654623155e-4,7.0737651738228315
33,1.8254186168236283e-7,8.039051088568368e-4,11.122360682394918
44,8.20482366588316e-8,4.0383688092497313e-4,6.244426796031832
13,5.34241431294654e-9,8.998875140607456e-5,4.761993074915088
96,4.105223629948394e-9,7.499062617172822e-5,4.303551580259954
51,8.322919140169347e-9,1.1471359985585548e-4,4.967112709054115
135,9.166458242213536e-9,1.2091875138055555e-4,5.011129386094138
80,1.237190682998146e-7,4.654858508537974e-4,5.502071133764289
101,4.105223629948394e-9,7.499062617172822e-5,4.303551580259954
94,4.105223629948394e-9,7.499062617172952e-5,4.3035515802601045
61,8.519744930646324e-8,3.656898489759756e-4,4.931159953951486
98,4.7238189714474665e-9,8.248968878890118e-5,4.525389417670989
26,9.070857143981862e-8,4.896836210668021e-4,8.304867374399809
47,1.1016620672697128e-7,5.80923296793829e-4,9.62363323848508
107,1.817545585204549e-7,5.766969307755649e-4,5.748570220708561
62,8.55911008874172e-8,5.191713215049411e-4,9.893333501087957
42,9.976255780175959e-8,7.592222246462912e-4,18.15181775608533
74,7.108222833225711e-8,3.686763720519497e-4,6.007301775100121
